maintenance_event_id,timestamp,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost,old_machine_id,machine_id,machine_name,machine_type,factory_id,factory_name,country,production_line_id,production_line_name,product_family,manufacturer,criticality_level,machine_generation,site_maturity_level,equipment_level,sensor_reliability,data_quality_level,maintenance_strategy,machine_availability_profile,oee_profile,unplanned_downtime_profile,quality_drift_profile,energy_efficiency_profile,systems_maturity
MEV0446,2026-01-02 19:10:00,55.0,24.0,13.0,corrective,hydraulic,F003,critical,91.0,4.0,TECH02,sensor,2275.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0447,2026-01-02 19:15:00,63.0,17.0,8.0,corrective,mechanical,F003,minor,98.0,111.0,TECH03,bearing,527.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0448,2026-01-02 19:20:00,63.5,8.0,3.0,corrective,mechanical,F002,major,39.0,51.0,TECH03,valve,443.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0449,2026-01-02 19:25:00,64.0,11.0,12.0,preventive,hydraulic,F004,minor,104.0,113.0,TECH02,pump,1248.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0450,2026-01-02 19:30:00,65.0,20.0,4.0,corrective,mechanical,F003,major,159.0,152.0,TECH03,sensor,895.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0451,2026-01-02 19:35:00,27.0,29.0,3.0,preventive,mechanical,F003,critical,109.0,139.0,TECH01,valve,1395.5,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0452,2026-01-02 19:40:00,118.0,4.0,1.0,corrective,mechanical,F001,major,173.0,217.0,TECH01,pump,1896.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0453,2026-01-02 19:45:00,9.0,6.0,10.0,preventive,mechanical,F001,critical,126.5,183.0,TECH01,sensor,816.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0454,2026-01-02 19:50:00,84.0,11.0,4.0,preventive,mechanical,F004,minor,80.0,213.0,TECH02,bearing,1138.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0455,2026-01-02 19:55:00,61.5,4.0,0.0,preventive,mechanical,F001,minor,52.0,128.0,TECH02,bearing,1228.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0456,2026-01-02 20:00:00,39.0,28.0,1.0,corrective,electrical,F004,critical,24.0,71.0,TECH02,pump,1649.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0457,2026-01-02 20:05:00,35.0,21.0,6.0,preventive,hydraulic,F003,major,179.0,227.0,TECH01,pump,318.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0458,2026-01-02 20:10:00,33.0,11.5,4.0,preventive,hydraulic,F003,major,115.0,176.0,TECH01,bearing,1517.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0459,2026-01-02 20:15:00,13.0,2.0,9.0,preventive,mechanical,F002,major,169.0,98.5,TECH02,bearing,2746.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0460,2026-01-02 20:20:00,78.0,14.0,7.0,preventive,hydraulic,F003,major,104.0,21.0,TECH03,valve,2504.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0461,2026-01-02 20:25:00,53.0,18.0,5.0,preventive,hydraulic,F002,minor,104.0,113.0,TECH03,bearing,831.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0462,2026-01-02 20:30:00,1.0,16.0,7.0,preventive,hydraulic,F003,major,99.0,231.0,TECH02,bearing,2447.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0463,2026-01-02 20:35:00,50.0,2.0,10.0,preventive,electrical,F003,critical,94.0,212.0,TECH03,valve,1968.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0464,2026-01-02 20:40:00,71.0,19.0,13.0,preventive,electrical,F001,major,74.33333333333333,84.0,TECH03,sensor,1481.5,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0465,2026-01-02 20:45:00,47.0,14.0,13.0,preventive,electrical,F003,critical,54.66666666666666,30.0,TECH02,pump,995.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0466,2026-01-02 20:50:00,82.5,5.0,1.0,preventive,electrical,F004,critical,35.0,128.0,TECH02,valve,1566.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0467,2026-01-02 20:55:00,118.0,10.0,7.0,corrective,electrical,F004,minor,70.0,85.66666666666666,TECH02,sensor,1527.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0468,2026-01-02 21:00:00,103.0,13.0,8.0,preventive,mechanical,F001,critical,51.0,43.33333333333333,TECH02,bearing,1488.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0469,2026-01-02 21:05:00,116.0,3.0,7.0,preventive,mechanical,F001,major,98.0,1.0,TECH03,pump,1639.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0470,2026-01-02 21:10:00,52.0,2.0,6.0,preventive,hydraulic,F001,major,145.0,120.0,TECH02,bearing,1761.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0471,2026-01-02 21:15:00,34.0,7.0,7.0,preventive,electrical,F001,minor,104.0,92.0,TECH02,bearing,2916.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0472,2026-01-02 21:20:00,110.0,20.0,1.0,corrective,electrical,F002,major,106.33333333333331,233.0,TECH02,sensor,1247.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0473,2026-01-02 21:25:00,117.0,2.0,5.0,preventive,electrical,F001,critical,108.66666666666669,237.0,TECH01,sensor,1333.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0474,2026-01-02 21:30:00,92.0,3.0,6.0,preventive,electrical,F004,critical,111.0,139.0,TECH01,valve,2224.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0475,2026-01-02 21:35:00,7.0,3.0,12.0,preventive,hydraulic,F002,critical,77.0,41.0,TECH03,valve,2876.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0476,2026-01-02 21:40:00,46.0,13.0,14.0,corrective,mechanical,F004,major,64.0,135.0,TECH02,pump,1656.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0477,2026-01-02 21:45:00,116.0,11.0,8.0,preventive,mechanical,F001,major,48.0,34.0,TECH02,sensor,2994.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0478,2026-01-02 21:50:00,88.0,17.5,13.0,preventive,hydraulic,F001,major,32.0,108.0,TECH02,pump,2828.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0479,2026-01-02 21:55:00,79.0,24.0,10.0,preventive,electrical,F001,critical,171.0,34.0,TECH01,valve,396.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0480,2026-01-02 22:00:00,24.0,19.0,12.0,preventive,electrical,F003,critical,172.16666666666666,134.0,TECH02,bearing,2264.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0481,2026-01-02 22:05:00,91.0,7.0,2.0,preventive,electrical,F004,minor,173.33333333333334,22.0,TECH01,pump,10959.99895287958,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0482,2026-01-02 22:10:00,39.0,12.0,5.0,corrective,electrical,F003,critical,174.5,22.0,TECH02,valve,2023.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0483,2026-01-02 22:15:00,62.0,17.0,7.0,corrective,electrical,F003,critical,175.66666666666666,234.0,TECH02,bearing,2344.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0484,2026-01-02 22:20:00,67.0,22.0,3.0,preventive,electrical,F003,major,176.83333333333334,45.0,TECH01,valve,1807.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0484,2026-01-02 22:25:00,74.0,18.0,4.0,preventive,mechanical,F004,major,178.0,230.0,TECH02,valve,2334.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0486,2026-01-02 22:30:00,76.0,13.0,1.0,preventive,mechanical,F002,minor,113.0,18.0,TECH01,sensor,777.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0487,2026-01-02 22:35:00,41.0,0.0,10.0,preventive,hydraulic,F001,minor,115.0,78.0,TECH03,bearing,379.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0488,2026-01-02 22:40:00,29.0,24.0,9.0,preventive,hydraulic,F003,minor,50.0,71.0,TECH01,bearing,1355.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0489,2026-01-02 22:45:00,72.0,18.5,6.0,preventive,hydraulic,F003,minor,74.0,96.0,TECH03,valve,1910.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0490,2026-01-02 22:50:00,74.0,13.0,14.0,corrective,hydraulic,F004,minor,98.0,226.0,TECH02,valve,2999.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0491,2026-01-02 22:55:00,17.0,18.0,7.0,preventive,electrical,F001,major,46.0,231.0,TECH01,pump,1848.5,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0492,2026-01-02 23:00:00,9.0,27.0,7.5,preventive,mechanical,F003,major,46.0,12.0,TECH03,valve,698.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0493,2026-01-02 23:05:00,119.0,6.0,8.0,corrective,electrical,F002,minor,138.0,85.0,TECH02,pump,1714.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0493,2026-01-02 23:10:00,106.0,12.0,5.0,preventive,mechanical,F001,critical,148.0,158.0,TECH02,pump,696.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0495,2026-01-02 23:15:00,15.0,25.0,2.0,preventive,mechanical,F002,minor,95.0,198.0,TECH02,bearing,1223.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0496,2026-01-02 23:20:00,4.0,24.0,8.0,preventive,mechanical,F003,minor,170.0,83.0,TECH03,bearing,2786.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0497,2026-01-02 23:25:00,21.0,22.0,8.0,preventive,mechanical,F001,major,117.0,126.0,TECH01,pump,2032.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0498,2026-01-02 23:30:00,71.0,26.0,8.0,preventive,mechanical,F003,major,71.0,91.0,TECH02,valve,877.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0499,2026-01-02 23:35:00,48.0,8.0,5.0,preventive,mechanical,F003,critical,106.0,56.0,TECH02,valve,2974.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0500,2026-01-02 23:40:00,8.0,22.0,8.0,corrective,mechanical,F004,major,101.0,7.0,TECH02,bearing,913.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0501,2026-01-02 23:45:00,46.0,15.0,6.0,corrective,mechanical,F002,critical,96.0,99.0,TECH01,bearing,2760.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0502,2026-01-02 23:50:00,84.0,15.0,7.0,corrective,hydraulic,F002,critical,47.0,13.0,TECH01,bearing,2014.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0503,2026-01-02 23:55:00,7.0,26.0,7.0,corrective,hydraulic,F001,critical,44.0,95.5,TECH01,pump,1923.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0504,2026-01-03 00:00:00,110.0,16.5,11.0,corrective,hydraulic,F003,critical,41.0,178.0,TECH03,bearing,2442.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0505,2026-01-03 00:05:00,70.0,7.0,7.0,preventive,electrical,F001,minor,155.0,8.0,TECH02,valve,594.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0506,2026-01-03 00:10:00,9.0,27.0,2.0,preventive,mechanical,F001,minor,115.0,140.0,TECH02,sensor,1302.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0507,2026-01-03 00:15:00,78.0,23.0,5.0,corrective,electrical,F003,minor,104.0,203.0,TECH01,valve,1779.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0507,2026-01-03 00:20:00,48.0,17.0,5.5,corrective,hydraulic,F002,minor,123.0,193.0,TECH02,sensor,394.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0509,2026-01-03 00:25:00,100.0,1.0,6.0,preventive,hydraulic,F001,major,135.0,37.0,TECH01,valve,948.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0510,2026-01-03 00:30:00,52.0,1.0,3.0,preventive,electrical,F001,critical,147.0,20.0,TECH01,pump,1379.5,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0511,2026-01-03 00:35:00,29.0,22.0,14.0,preventive,electrical,F001,major,86.0,156.0,TECH01,bearing,1811.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0512,2026-01-03 00:40:00,3.0,23.0,3.0,preventive,mechanical,F003,minor,128.0,83.0,TECH02,valve,1661.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0513,2026-01-03 00:45:00,109.0,9.0,6.0,preventive,electrical,F001,critical,81.0,127.0,TECH01,valve,2198.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0514,2026-01-03 00:50:00,31.0,16.0,1.0,corrective,electrical,F002,critical,101.0,177.0,TECH01,valve,2471.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
